A,P,L1,L2,Ec,C,EqD,Ex,S,SF,Class
39951.0,725.1809999999999,247.91933539228216,205.56349103824223,0.5590191625440486,40307.0,225.53756461333552,0.76188569140111,0.9911677872329868,0.8275933172139711,2
40297.0,752.0949999999999,279.9816048094219,183.91332407599373,0.7539982245749598,40720.0,226.51210549150096,0.8292587562250484,0.9896119842829076,0.6545213793137687,4
41936.0,782.3,283.0023939096562,189.4005477951132,0.7430335001775134,42603.0,231.0726585903529,0.7481090338233195,0.9843438255521911,0.6666791972094122,4
49900.0,847.921,304.52273367891723,210.94446832430367,0.7212208844635539,50763.0,252.06081266687332,0.6771151367121243,0.9829994287177669,0.6851272237902971,4
60147.0,957.4949999999999,384.50006163379,200.82898213445168,0.8527544856805218,60778.0,276.7336967143427,0.7703845070061737,0.9896179538648853,0.5180017914321153,3
28446.0,631.0469999999999,240.32446366982518,151.37970543530986,0.7766785205998602,28754.0,190.31177601382538,0.7661190412065715,0.9892884468247896,0.627097920733632,6
34748.0,669.267,221.09049586778124,200.26914135255046,0.42365358065880115,35046.0,210.33907792052676,0.7704656319290466,0.9914968898019746,0.9051067088664547,2
78501.0,1086.368,424.29208201762657,239.26093288230345,0.8258388492839801,80138.0,316.1496125274472,0.7680213673541267,0.9795727370286256,0.5552076651999498,1
45423.0,807.2509999999999,299.1624058108958,193.92863782893056,0.7614372176166384,45929.0,240.48775403439006,0.7309901993916864,0.9889829954930436,0.6462073577930699,4
58233.0,967.1379999999999,404.433901292916,183.92399225859722,0.8906094407630449,58693.0,272.2949841781202,0.5968391599790918,0.9921626088289915,0.4532983908780889,3
33762.0,676.323,255.2176269263049,168.73286824564136,0.7502684710190998,34083.0,207.33333911686407,0.7150542189088445,0.9905818149810756,0.6599589939342182,6
70925.0,1050.316,382.77907754862287,236.64691346131474,0.7859943579533338,72151.0,300.5070959400816,0.7722753949847014,0.9830078585189395,0.6163296770968242,0
64452.0,999.1520000000002,406.7403993797342,202.8724765372956,0.8667307483375022,65281.0,286.4661151642035,0.7567275630488893,0.987301052373585,0.4960345139083574,3
39285.0,750.3890000000001,281.7431143619448,178.04720768550033,0.7750101825206588,39783.0,223.6497608201736,0.6979905122328234,0.987482090340095,0.6301301417533539,6
59041.0,931.502,359.77923083640695,211.3235494976088,0.8093184843076003,60026.0,274.17756283238924,0.7496889046905554,0.9835904441408723,0.5807532452876405,1
40388.0,729.945,261.22799581368815,197.1404287843859,0.6561067720279905,40719.0,226.76771977678777,0.7845376845376846,0.991871116677718,0.7535690086504553,2
39311.0,737.159,278.0802936716723,180.52085234431806,0.7606449858496599,39792.0,223.72375766351675,0.713189404934688,0.9879121431443506,0.6472674735534876,6
45732.0,799.376,307.2670830332164,189.81588584683925,0.7863703464779269,46150.0,241.30435317214744,0.7168025078369906,0.9909425785482123,0.616734492718484,4
45066.0,768.715,268.4169536326755,214.18470851986842,0.6027167422927208,45424.0,239.54083852870443,0.776036644165863,0.9921187037689327,0.7964146584171414,2
32708.0,680.7209999999999,259.80214764925654,161.04233507004213,0.7847082357256522,33247.0,204.07135768940654,0.6988888888888889,0.9837880109483562,0.6169907229365859,6
47348.0,816.2869999999999,313.40185327524256,192.78254879894752,0.7884265286639608,47850.0,245.53074341947584,0.6922222222222222,0.989508881922675,0.6137742113860187,4
37135.0,696.823,242.78900970049636,195.13057042003538,0.5950289090377535,37424.0,217.44367200206187,0.7506114446263619,0.9922776827704147,0.8021128973193419,2
42257.0,772.737,285.23067266212894,189.54783097266173,0.7472506991084406,42749.0,231.95534794842254,0.7963402683551938,0.9884909588528387,0.6613271123911855,4
65293.0,973.285,359.7692789328286,233.30728390350438,0.7612219795896936,66249.0,288.32903009303965,0.7148972977707704,0.9855695935032982,0.6422861994860223,1
116272.0,1326.583,534.4844041837629,279.7834138801638,0.8520477123508897,118144.0,384.76240505725974,0.7665510739573581,0.9841549295774648,0.518221213240305,1
69018.0,1036.307,403.378834903492,219.23407153322964,0.8394128995132257,69793.0,296.4396176264763,0.7971310765392745,0.9888957345292508,0.5400653002502771,1
37500.0,718.931,267.0415439809915,179.25529149076633,0.7412186330853876,37857.0,218.5096861184158,0.6981420113936776,0.9905697757350028,0.669551096594999,6
41567.0,768.3629999999999,286.8489529062169,185.11020009700098,0.7639099069796018,42083.0,230.05379404827582,0.7968522352580324,0.9877385167407267,0.6432092217248088,4
66642.0,1029.494,346.97972147115223,246.0212561154585,0.7051718719900992,67731.0,291.2923441153933,0.7352707533430425,0.9839216902157063,0.7047741277434904,0
55013.0,924.9810000000001,364.46574234611785,194.11092930027536,0.8463731697104553,55729.0,264.6596438343321,0.6424050632911392,0.9871521111091174,0.5273051592550351,3
37881.0,730.471,273.77631558478674,176.70372426732968,0.7638185710712907,38382.0,219.61691008233564,0.8017142857142857,0.9869470064092544,0.6434870402477234,4
34254.0,694.4399999999999,267.65669897490346,163.38864206474403,0.7920616759202039,34608.0,208.83856771525288,0.7499507389162562,0.9897711511789181,0.6087867295960201,6
50937.0,891.9459999999999,369.6152964244475,176.41762593809787,0.8787400510723463,51596.0,254.6664537982476,0.6087263079901527,0.9872276920691526,0.47472664660713804,3
79609.0,1075.371,413.3334933913855,247.9590321147201,0.8000745014786808,80885.0,318.3729368473733,0.7248779865967366,0.9842245162885578,0.5932955487356835,1
41884.0,748.1489999999999,267.7978082080501,199.37496015794696,0.6676245762811692,42242.0,230.92935086663962,0.7427031244458631,0.9915250224894655,0.7436083077221762,2
51280.0,900.4289999999999,359.57330167440017,182.85783034208566,0.8610376707629432,51960.0,255.52245273951786,0.7910284295123945,0.9869130100076983,0.504990559571941,3
49216.0,799.6310000000001,286.2928915991326,219.00124355620432,0.6440834592075687,49540.0,250.32730061598508,0.7605154989646753,0.9934598304400485,0.7645313567377253,2
39899.0,748.9419999999999,275.24229548865924,185.80169400812844,0.7377740349972106,40514.0,225.39073759892676,0.7005724118555977,0.9848200622007207,0.6705663981641019,6
26405.0,622.432,236.56533074989824,143.02485726441355,0.7965374013692881,26835.0,183.35727468178615,0.6804535498002835,0.9839761505496553,0.6007504357199269,6
43346.0,787.501,293.1298791491296,189.89970018107942,0.7617809613196477,43954.0,234.92518235832097,0.7894008377344746,0.9861673567820903,0.6423015460458679,4
34858.0,698.244,260.31174221523315,170.99195846066627,0.7540005538885411,35261.0,210.67174478410317,0.752287638121547,0.9885709424009529,0.6549755172787323,6
42454.0,764.4209999999999,285.0157505892319,190.05341664086933,0.7452212867393772,42869.0,232.4954013140617,0.7701685321916442,0.9903193449812219,0.6654125885147432,4
39561.0,723.4189999999999,263.85135414028775,191.27926874254953,0.6888005778474617,39905.0,224.4340206592302,0.80082995951417,0.9913795263751409,0.7235336344947316,6
81409.0,1095.4660000000001,419.1968832756315,250.751708825877,0.8013679724348907,83280.0,321.9521052848464,0.7945054408822525,0.9775336215177713,0.5898566074564209,1
47977.0,871.4699999999999,361.12272454367303,169.52871996342512,0.8829595627617005,48578.0,247.15625348705805,0.719737769843532,0.9876281444275187,0.46841799413067214,3
28107.0,629.312,241.5146029381682,148.6361471449981,0.7881889121310588,28471.0,189.17437427905298,0.7254542638860211,0.9872150609392013,0.6135328518942056,6
47760.0,817.9680000000001,300.7705220899036,202.8335895922672,0.7383845698394359,48238.0,246.59667608577243,0.8022306581113313,0.9900907997844023,0.6722083415319318,4
29860.0,649.6300000000001,244.2634777663284,155.85350073289376,0.7699909006918545,30257.0,194.9844424711673,0.7909514727696546,0.9868790693062762,0.6372103915987771,6
24173.0,581.924,221.07246122910675,139.50077785530385,0.7757679115438071,24479.0,175.43665385227538,0.751087496892866,0.9874994893582254,0.6297546428754942,6
57860.0,952.8720000000001,393.8581405249674,187.48424716140616,0.8794345985602214,58360.0,271.4215173091045,0.7911721271126183,0.9914324880054832,0.4749073549076035,3
50683.0,861.8699999999999,336.1397511582759,192.74121177626958,0.819278309638391,51326.0,254.03070650181692,0.7333458733649728,0.9874722362934965,0.5711269891681866,4
25953.0,596.042,224.5859701046471,147.5849989186918,0.7537663154259786,26279.0,181.78114837493925,0.7331977286210696,0.9875946573309486,0.6551374720969563,6
35494.0,689.3809999999999,253.04906165257208,179.02699203800495,0.7067339907193634,35815.0,212.584958077541,0.7202077795588743,0.9910372748848248,0.7057576611043959,6
42421.0,786.4119999999999,302.651397839316,179.1325303404904,0.8060279849635915,42926.0,232.405023024913,0.697989337896538,0.9882355681871127,0.5896654097353179,4
43549.0,786.2789999999999,291.5102485732079,191.44065431171407,0.7541343673002623,44199.0,235.47464605275786,0.7354759170438425,0.9852937849272608,0.652500201298919,4
45623.0,770.991,270.48398619539233,215.04980953848371,0.6065365475236917,46014.0,241.01661301547728,0.7502178810451713,0.9915025861694267,0.7939823382680058,2
27610.0,614.555,230.20289656940673,153.3364307026969,0.745869114652193,27888.0,187.49438346291296,0.6889238216433365,0.9900315547905909,0.663368671389349,6
45914.0,805.4479999999999,301.5564442619507,194.50087487893643,0.764191055165836,46466.0,241.7840368117181,0.7794716827380144,0.9881203460594844,0.6428623935618262,4
63411.0,995.926,406.65780197167754,199.74084884806828,0.8710599412458735,64068.0,284.1432609990978,0.6251022761999586,0.9897452706499344,0.48822105284090034,3
55884.0,950.102,379.6658948537802,189.13440910829834,0.8670850542199381,56691.0,266.7465439663274,0.5972299405805155,0.9857649362332646,0.49362191169505204,3
48237.0,813.9519999999999,314.5999820064322,195.37073607402394,0.7838001193084319,48597.0,247.8250510327599,0.7791723202170964,0.9925921353169949,0.6205446299271306,2
44699.0,767.062,264.3649450705085,215.4349161614187,0.5795807175759949,45085.0,238.5634808811211,0.7569430332588227,0.9914383941443939,0.8143295451902407,2
30981.0,652.4010000000001,245.91965894673706,160.5827838375357,0.7573675610854198,31276.0,198.61076087523574,0.8069229567119862,0.9905678475508377,0.6522574596233339,6
44396.0,793.8649999999999,302.0764072096546,187.79357718290987,0.7832747035029498,44955.0,237.75353378669746,0.735934754500547,0.9875653431208987,0.6194700966481935,4
43077.0,830.696,349.04104400106024,158.7692155665252,0.8905565091224711,43755.0,234.19508933484622,0.7724045185583647,0.9845046280425094,0.45019697331208625,3
33190.0,675.454,253.6091891110176,167.13391210898075,0.7521240870595336,33613.0,205.5695028202385,0.7127517931538032,0.9874155832564782,0.6570333287070693,6
34412.0,667.1990000000001,233.95898570626764,187.39829092479127,0.5986806829854633,34677.0,209.31965797178825,0.7874599542334096,0.9923580471205699,0.8004617298788611,2
27737.0,613.659,226.80596561229797,156.08110443996327,0.7255493020101822,27997.0,187.92510543383818,0.7398506268338223,0.9907132907097189,0.6865317995258702,6
33459.0,677.766,253.2186019655628,168.58926346417985,0.7461432307965775,33813.0,206.40087675999297,0.7919289940828402,0.9895306538905155,0.6644034243770824,6
70722.0,1029.5549999999998,400.5572150799184,226.2264628451415,0.8252419229899242,71420.0,300.0767353240837,0.6864414182689974,0.9902268272192664,0.5612230953239451,1
35283.0,681.3729999999999,223.97501221467363,200.83652053491224,0.44265574282123554,35589.0,211.95214284571585,0.7790805511393747,0.9914018376464638,0.8955224658980286,2
73065.0,1034.349,405.1519478300086,231.63873097556777,0.8204397590302611,74003.0,305.00696276654844,0.6723443021201413,0.9873248381822358,0.5667397116715067,1
55259.0,959.6419999999999,401.86847614105926,176.30487307034684,0.898627295666784,55950.0,265.25071913666955,0.6049151614668856,0.9876496872207328,0.4356575651286936,3
60414.0,1028.367,390.3221834211134,197.8387131267611,0.8620283703066541,61241.0,277.3472441825051,0.7694580653378336,0.9864959749187636,0.5048951987752289,3
76051.0,1055.349,418.4795696646805,232.92516755163226,0.8307815188813249,76842.0,311.17702456424036,0.7493447630308405,0.9897061502823976,0.5529253821697548,1
75247.0,1045.398,401.2606549515754,240.5491435356373,0.8003871114461685,76118.0,309.5277952344293,0.7617326692581795,0.988557240074621,0.5950399891740886,1
32346.0,658.68,233.7942019683489,176.52004364776087,0.6556980905560534,32722.0,202.93892261959894,0.776987749219313,0.9885092598251941,0.753465250603919,6
57878.0,950.746,389.1077987158103,190.52588396747078,0.8719201593394792,58675.0,271.4637330660981,0.7912559640176631,0.9864167021729868,0.4867251230373818,3
53639.0,905.9409999999999,364.9454311233606,190.46029377186585,0.8530146007016949,54561.0,261.33368695988923,0.6854386301194811,0.9831014827440846,0.512784547413004,3
33584.0,658.848,223.73518256806022,191.35448239784935,0.5181789839727813,33884.0,206.78606546473506,0.7480565764561755,0.9911462637232912,0.8542283379574974,2
77843.0,1073.266,421.12280808115685,237.19448856252592,0.82629128244258,79040.0,314.8218319634445,0.670915750915751,0.9848557692307692,0.558871748927824,1
39064.0,717.1909999999999,247.84894479684874,200.9042474753546,0.5856120073416918,39399.0,223.01979637586973,0.7622838855715568,0.991497246122998,0.8096786381609893,2
57576.0,952.747,387.9817358604001,190.77846058565746,0.8707532573574871,58615.0,270.7545752663687,0.6134961480676405,0.9822741619039494,0.48700009368736813,3
81940.0,1222.3349999999998,396.7937766470863,263.54862202336204,0.7475589614861052,84256.0,323.00038435828407,0.7225749559082892,0.9725123433345993,0.6626380559458092,0
51396.0,888.765,361.00725475802426,182.6451156934357,0.8625733767127715,52078.0,255.81129693820878,0.6952922077922078,0.9869042589961212,0.5021200692317345,3
34585.0,709.382,266.1923934265268,165.7113517308878,0.7826001165137677,35082.0,209.8451563764711,0.8018408606139293,0.985833190810102,0.621450606723573,6
58825.0,966.9620000000001,390.07486701134064,195.89284846306046,0.8647555956772183,60214.0,273.6755674499387,0.8043014575186633,0.9769322748862391,0.4922391093533558,3
45713.0,804.8369999999999,312.04346406801636,187.09429537178684,0.8003165679915334,46090.0,241.25422132779045,0.7780671296296297,0.9918203514862226,0.597750105326299,4
39462.0,720.25,233.52366981392242,215.4661436677742,0.3855817439081112,39808.0,224.15302566402931,0.7760777218376337,0.9913082797427653,0.921355848520629,2
39935.0,737.0559999999999,253.32723872893882,200.97742815761924,0.6087644275578747,40360.0,225.49239725320837,0.7822109922826811,0.9894697720515362,0.7923189237450087,2
40636.0,783.891,250.07581033363533,207.9177861167204,0.5556459365244325,41391.0,227.46288079565437,0.7565253006664929,0.981759319658863,0.8273279580923023,2
57615.0,954.1529999999999,387.9443720885553,191.1817237250419,0.8701386130973422,58614.0,270.8462596565003,0.7147553592695514,0.9829562903060702,0.487423846936318,3
53811.0,903.4580000000001,368.70203752495405,186.52427677713976,0.8625954491787029,54433.0,261.75235078551606,0.6387138126268561,0.98857310822479,0.5039995007717568,3
55820.0,894.312,344.3845312106263,207.17088435774286,0.7988212222196657,56387.0,266.5937572170751,0.7449818492419389,0.9899444907514143,0.5992563972117182,4
37835.0,718.2819999999999,263.8910757169455,183.00812804932465,0.7204578405594929,38255.0,219.48352597644973,0.793918918918919,0.9890210430009149,0.6917584135733633,6
50134.0,849.747,328.8438124537192,194.80117768824113,0.8056571761286204,50647.0,252.65112573616733,0.6956099456099456,0.9898710683752245,0.590286874175678,4
46298.0,842.976,329.6366159190325,179.98286958074524,0.8377826500115285,46971.0,242.79300739961306,0.6397313841179478,0.9856720103893892,0.5425021394778712,3
32142.0,908.265,243.52793603106957,172.12340148159097,0.7074222242972852,33954.0,202.29796204331274,0.7234952505289696,0.9466336808623431,0.6900577525411274,6
38095.0,734.307,270.1436725120445,179.88688384900743,0.7460469175244199,38513.0,220.2363740545281,0.7896973466003316,0.9891465219536261,0.6646430950343072,4
72224.0,1079.9089999999999,377.8104375625952,243.83227988561296,0.7638594822043628,73410.0,303.2465216271283,0.7145584961662133,0.9838441629205831,0.6442341648722092,0
22455.0,561.438,210.22692689129056,137.79803799026655,0.7552187587912248,22837.0,169.08753347609064,0.7585892368501064,0.9832727591189736,0.6469139173403079,6
81995.0,1186.252,409.04781391617547,255.56147985444755,0.7808075169713655,83446.0,323.1087687924295,0.7677793904208998,0.9826115092395081,0.623949350328147,0
34291.0,680.9029999999999,250.31403203604583,174.67302891765857,0.7162774814370011,34664.0,208.9513274150549,0.7578121546961326,0.9892395568889915,0.6968188286908806,6
25032.0,585.495,219.2763506485734,145.79239106026589,0.7469504694345341,25320.0,178.52655904321517,0.7706896551724138,0.9886255924170616,0.6628604071572686,6
48178.0,863.1159999999999,359.84077154239503,171.01699832952374,0.8798467937174377,48750.0,247.6734438454205,0.7957518498942917,0.9882666666666666,0.4737379183413138,3
38653.0,713.967,250.19554288585877,196.97251141079585,0.616602981022481,38972.0,221.84347662856402,0.7723031429199385,0.9918146361490301,0.7862020791825232,2
36292.0,707.3000000000001,263.72939098477696,175.67469453071516,0.745847048692756,36678.0,214.96141411315782,0.759119812583668,0.9894759801515896,0.6643607352671631,6
57994.0,906.7099999999999,339.93153299080484,217.47401110418554,0.7685761834686974,58461.0,271.73563284444504,0.7873628760725535,0.992011768529447,0.6390138589266358,2
186439.0,1663.337,627.8109192897664,382.694746844511,0.7927321919511295,188370.0,487.2181313137669,0.8486226421964896,0.9897488984445506,0.6022671193045881,5
75346.0,1071.696,420.31825430469144,232.39679820669662,0.8332431400254774,77342.0,309.73134606884,0.7863613592719378,0.9741925473869307,0.5430174881464187,1
41274.0,734.4099999999999,258.05024675301985,203.80459894946506,0.6133818535282769,41601.0,229.24155157693184,0.7919336889366437,0.992139612028557,0.789183726253106,2
36163.0,701.644,256.97399106742347,179.3266287299402,0.7162540638765524,36488.0,214.57903358962562,0.7305066257272139,0.9910929620697215,0.6972623749085426,6
37761.0,698.336,236.55891092635025,203.46511268447654,0.5101198100416657,38115.0,219.2687812907813,0.7814938223059252,0.9907123179850452,0.8591618437577266,2
28078.0,616.3100000000001,227.31233292298637,157.4689594022423,0.7211848242186035,28387.0,189.0767567340679,0.7969007208945904,0.9891147356184169,0.6918792244966299,6
96192.0,1220.012,448.8884279673727,273.8383004402171,0.7923733569136042,97341.0,349.96493865409536,0.8118701574922773,0.9881961352359232,0.6078161757524828,0
28052.0,631.486,242.50005398121823,147.64269683596518,0.7932963233627409,28392.0,188.98919468824346,0.7539644143417729,0.9880247957171034,0.6073657104055037,6
182976.0,1623.533,617.4970769187398,380.38287348286747,0.787740232821007,184527.0,482.672020048253,0.7935467083008066,0.9915947259750606,0.6109904692385901,5
47659.0,810.0329999999999,299.92973820578123,202.88164360377218,0.7365064050906156,48129.0,246.3357941155388,0.7196853009573858,0.9902345779052131,0.674552858988394,4
62626.0,993.13,363.84320087281816,219.83783718672981,0.7968248374596867,63602.0,282.37900015508285,0.7684831826046409,0.984654570610987,0.6023324555281769,0
34820.0,689.7370000000001,258.08947870090293,172.3748462233914,0.7442618628692249,35170.0,210.55688292639203,0.7066463723997971,0.9900483366505545,0.6655769674025351,6
54471.0,915.945,378.79396343830564,183.5018409789907,0.8748261067388934,54914.0,263.3526746423302,0.8066551157314852,0.9919328404414175,0.48335850893772037,3
35049.0,679.396,228.96319865755376,195.07521618202512,0.5235519415302241,35349.0,211.24813088740623,0.7774844720496894,0.9915131969786981,0.8512446252233943,2
23018.0,578.382,203.76099979562525,144.29760690616422,0.706041076807647,23465.0,171.1941232657067,0.7819942245625956,0.9809503515874707,0.7058876416332264,6
74967.0,1059.749,414.6293764396747,232.18679152669094,0.8285018326487043,75687.0,308.9513698790813,0.6332849009106422,0.9904871378175909,0.5552136225409375,1
35444.0,696.847,258.9878645809336,174.54313201655592,0.738783087054975,35778.0,212.43517228461275,0.7643075861474102,0.9906646542568058,0.672812446482648,6
41035.0,765.0149999999999,294.1168060570727,177.99558245882736,0.7960835666117744,41374.0,228.5768682920636,0.8039772727272727,0.9918064484942234,0.6039832214039765,4
67554.0,1031.662,363.8119865322561,236.7499879107479,0.7592936236376151,68694.0,293.2787483010646,0.7307163949853432,0.983404664162809,0.6498411080980672,0
35901.0,686.097,236.85118343593084,193.25486592902817,0.5781454602745999,36225.0,213.80031079382712,0.7655940118994307,0.991055900621118,0.8148272533167734,2
69570.0,1025.985,341.45398245454385,260.8840028644013,0.6451706026807539,70767.0,297.62270600077755,0.7832254432873628,0.9830853363856035,0.7597448367365301,0
63766.0,1027.779,339.7887826401129,240.03857749582585,0.7077782513068142,65051.0,284.9375243971604,0.7644703399990409,0.9802462683125548,0.7032038153805036,0
53746.0,912.8599999999999,383.5636250187341,179.44552169258915,0.8838143993002806,54488.0,261.59421356623324,0.8160643789857273,0.986382322713258,0.46513758913005576,3
38407.0,703.703,245.25106789514223,199.626405768329,0.5809103729558097,38689.0,221.13640856865564,0.7838163265306123,0.992711106516064,0.8130152461995954,2
46371.0,810.7869999999999,281.37810265479493,210.33879611731157,0.6642271554304794,46994.0,242.9843429707236,0.7386269512583625,0.9867429884666128,0.7457203360156687,2
68634.0,1007.249,385.36099875870946,229.42381966993145,0.8034681118491351,70059.0,295.61380704113463,0.7244305587806886,0.979660000856421,0.5884558860214274,1
40820.0,749.427,280.6452707497073,185.43971423168355,0.750595533858804,41206.0,227.97727565722278,0.7965655185871793,0.9906324321700724,0.6598840978269072,4
37720.0,706.2259999999999,238.25363235634876,201.96476657022842,0.5304949593652641,38103.0,219.14971053462594,0.7554273812384843,0.9899482980342755,0.8460630755293757,2
48121.0,835.252,315.3832238864658,195.104648204981,0.7856846428789843,48604.0,247.52688769545978,0.8033019497863247,0.9900625462924862,0.6159813820903979,4
44274.0,785.5949999999999,298.085236355956,189.7627539671772,0.7711894779137793,44701.0,237.42663625550648,0.7447266610597141,0.9904476409923715,0.6344215781658269,4
41637.0,752.6039999999999,283.11756862566284,187.7286654233854,0.748551453883167,42017.0,230.2474211020353,0.7618986623725961,0.9909560416022086,0.6613873880839164,6
152816.0,1455.529,537.1508880452153,365.6273940985954,0.7325816915492961,154914.0,441.1024532557585,0.8116422349691949,0.9864570019494687,0.6743515347107725,5
34082.0,668.346,230.62694695756085,188.39128290379577,0.5768276533790457,34364.0,208.3135861235743,0.8017407668783816,0.991793737632406,0.8158589667953592,2
43002.0,787.286,299.67760079901814,183.35945770491452,0.7909693822207285,43584.0,233.99112569219687,0.8026355084366134,0.9866464757709251,0.6096635172445893,4
50311.0,876.729,340.6403335654673,189.85345813679717,0.8302824429740552,51265.0,253.096729996993,0.7156105540146505,0.981390812445138,0.5520531972988606,4
36766.0,750.839,285.5181835577005,164.40253159175577,0.817587717146748,37323.0,216.3606366734323,0.7875672086198402,0.9850762264555368,0.574234071761204,6
41293.0,751.089,272.7934330638995,192.97676044168534,0.7068035865411909,41714.0,229.2943098307262,0.770204987596292,0.9899074651196241,0.7065106813152117,4
34613.0,691.6519999999999,254.86571282973628,173.36858584057495,0.7329940680606771,35013.0,209.9300844612753,0.7585579662502739,0.9885756718932968,0.6784635708298673,6
23482.0,572.8600000000001,207.77267416690216,144.53101976830456,0.7184090261628253,23791.0,172.9109915230119,0.7125474131391291,0.987011895254508,0.6925774442685833,6
35259.0,692.931,263.2856261147415,170.8966277495583,0.760709804907953,35562.0,211.88004414719452,0.7010020279136348,0.9914796693099376,0.6476282876532169,6
39257.0,723.5260000000001,255.08066684334847,196.29999240458983,0.6385739706204546,39588.0,223.5700445222219,0.7604556108711233,0.991638880468829,0.768196172997017,2
31033.0,654.4699999999999,250.57770386262757,157.90651570079785,0.7764573084725098,31339.0,198.77736991862605,0.7807044025157233,0.9902358084176266,0.6292873903079635,6
58931.0,957.164,388.35434425351764,194.04303887619295,0.8662247223044116,59526.0,273.922031992295,0.8227139466703896,0.9900043678392635,0.49750516514331755,3
74151.0,1071.243,382.42807743879877,248.68719389091697,0.7596904524426349,75148.0,307.2653340057369,0.7733568344423354,0.9867328471815617,0.6455465887877595,0
41033.0,730.9879999999999,249.93212129194782,209.3633166193215,0.5461602598229793,41380.0,228.57129793374742,0.7594062887494679,0.9916143064282262,0.8363715247167189,2
45550.0,807.337,305.7429184052436,190.20497547443009,0.7829318016912322,46027.0,240.8237140787565,0.6888677162258215,0.9896365176961349,0.6204198530051652,4
46513.0,800.438,293.49053697764435,202.23415146291302,0.7246992352445911,47002.0,243.35609904883546,0.7858784171932551,0.989596187396281,0.6875373003474328,4
35742.0,715.6419999999999,271.8202284904676,168.9010797024935,0.7835168557573252,36323.0,213.32634110189997,0.8024696901661428,0.984004625168626,0.6159215828526,6
52149.0,862.522,329.83078861080173,202.05684070337628,0.7903872182967994,52654.0,257.67842171666996,0.7680717568045246,0.9904090857294793,0.6103426475184776,4
24687.0,597.668,236.37298044522603,133.39677197726255,0.8255365548012159,24926.0,177.29203208513619,0.8026726492391728,0.9904116183904357,0.5625780366964954,6
69575.0,1076.93,363.90280388536917,244.23106064152887,0.7413273123994998,71278.0,297.6334008893305,0.7322836303164897,0.9761076348943573,0.6689482623063586,0
39595.0,753.1220000000001,286.3835259690033,176.44945197198544,0.7876445592288269,40027.0,224.5304428664157,0.8040900044677308,0.9892072850825693,0.614687529237906,4
40592.0,748.8889999999999,277.8225076459807,186.46735480441097,0.7412994841017385,41038.0,227.3397008880977,0.767479674796748,0.9891320239777767,0.6696004156558686,4
56536.0,960.439,407.2835156659735,177.70618997753328,0.8997912700281926,57218.0,268.2981008153937,0.7871901977165136,0.9880806739138034,0.4339518370429406,3
82885.0,1156.62,412.9039408904298,257.1367989234553,0.7824192060495702,84160.0,324.85759905745465,0.8103259488101988,0.9848502851711026,0.6189962308566276,0
33621.0,677.932,251.89057908910536,170.5372019349486,0.7359564302321109,33978.0,206.8999437736533,0.7397359735973598,0.9894932014833128,0.6746785386991676,6
40310.0,729.425,255.4046088807292,201.2386559800611,0.6157763317043666,40674.0,226.54863947566406,0.7516595808159916,0.9910507941190932,0.7868020028079461,2
50344.0,905.848,372.4275151385018,173.29944051183827,0.8851404557226846,51023.0,253.1797220160948,0.5806020066889632,0.9866922760323775,0.46214080720885814,3
32143.0,658.7449999999999,243.54731371221405,168.22026780498229,0.7231330319656487,32455.0,202.30110895994204,0.778884365610158,0.9903866892620552,0.6899694145506936,6
43378.0,787.2139999999999,304.1804747812171,182.43774097097415,0.8001738834489882,43943.0,235.01188261771335,0.7748008430679099,0.9871424345174431,0.5969211626303627,4
60523.0,1001.7229999999998,387.15100906545416,200.84879831500555,0.8549037076751407,61382.0,277.59732881641037,0.7789819164682412,0.9860056694144863,0.5141262453762406,3
46448.0,777.498,278.58763828457285,212.4825018217971,0.6467367279244134,46761.0,243.185999543269,0.787681454348121,0.9933063878018007,0.7619973374116992,2
38185.0,713.378,228.1868579137133,213.45532091247614,0.35348311551329004,38677.0,220.49637642308818,0.7753614359974009,0.9872792615766476,0.9337307406824114,2
60497.0,993.9859999999999,407.9292815879312,190.71626965684297,0.8839809745356266,61518.0,277.5376960663959,0.6626322591951631,0.9834032315744985,0.46288616058421084,3
49426.0,893.226,361.0223466195185,175.09760482610187,0.8745114368258635,49964.0,250.8607935451057,0.6014871064704952,0.989232247217997,0.482833521349118,3
45862.0,778.266,274.2327099194629,213.12136981063765,0.6293090124599484,46192.0,241.64708150657236,0.7830957056262273,0.9928559057845514,0.7764698519639815,2
27418.0,626.891,245.22562859126145,142.7880934055867,0.8129938229644458,27710.0,186.84132796988115,0.6771214066976193,0.9894622879826778,0.5805159782311844,6
30695.0,647.597,234.11499172125937,170.55488812256678,0.6850361866769211,31423.0,197.69190126468465,0.7652323494216194,0.9768322566273112,0.7130488872177405,6
73849.0,1063.155,397.36974440993373,237.64456064706133,0.8014633283617374,74917.0,306.6389850282365,0.7329852805431212,0.985744223607459,0.59547720804006,0
32352.0,672.437,258.2263214419287,159.91542090756394,0.7851670951763575,32747.0,202.9577437578374,0.6858015008267266,0.987937826365774,0.6177464174524895,6
83203.0,1124.194,368.13381938743015,289.44558984609125,0.617907224779446,84723.0,325.4801834837257,0.8090056978394882,0.9820591810960424,0.7816956064379904,0
68511.0,1014.5400000000002,393.7455185081585,223.5987804821439,0.8231138528526222,69282.0,295.3488013338648,0.8137084897144757,0.9888715683727375,0.5626511069245694,1
